CpG_ID,CHR,MAPINFO,Probe_SNPs,Probe_SNPs_10,Methyl27_Loci,UCSC_RefGene_Name,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island,R_laml_age,R_hannum_age,Mean_laml,Variance_laml,Mean_hannum,Variance_hannum,R_weidner_i0,R_horvath_i0,R_hannum_i0,R_inters_i0
cg09940188,17,1686671,,,NA,SMYD4,Body,,,0.109589485347517,-0.0832722846755087,0.514478109524173,0.129566839389511,0.449572693292683,0.0100096060640015,0.14085621658935,0.0537011089973004,0.0340473265317024,0.040499973292025
cg10165801,17,46651186,,,NA,HOXB3,5'UTR,chr17:46654053-46654369,N_Shelf,0.0550310774975771,-0.0825932438889416,0.54130813312582,0.113511058025873,0.392811960670732,0.00544197011270834,0.0925484749746274,-0.0361987566410407,0.0162425577200429,-0.0661922234594634
cg10546219,17,29336262,,,NA,,,chr17:29335397-29336452,Island,-0.191538893769519,-0.143178826515604,0.596258180083504,0.117426962062087,0.136357789740854,0.00340098053179273,0.0941920426670173,-0.0687446840857449,0.134327965715178,0.324779659206239
cg10600889,17,37123767,,,NA,FBXO47,TSS200,,,0.100199389025837,-0.0713214984757785,0.453327872238087,0.102120503364328,0.386329880777439,0.0127248863388742,0.143513865547945,-0.0373410361872517,-0.0795347059862844,0.0525341759357036
cg10708739,17,57465550,,,NA,YPEL2,Body,,,0.114278368252083,0.231587029269539,0.609650065567661,0.118375640337872,0.873131335060976,0.00105970345185552,0.254977339310441,0.329889511161879,0.110537323367835,0.0849042416373221
cg11001581,17,6348110,,,NA,FAM64A,5'UTR,chr17:6347465-6348111,Island,-0.0715268371830485,0.0193563296328331,0.600427105997364,0.108098239447024,0.376920816463415,0.00592801171155249,0.166627358006024,-0.00821537311041077,0.0576423843236513,0.170874336923159
cg11068289,17,78955884,,,NA,,,chr17:78954993-78955381,S_Shore,0.133311747419741,0.042110446641394,0.380926571537627,0.111835024654478,0.689053667987805,0.00924293392229705,0.172736499118637,0.236416529360282,0.0637515254362645,0.0335674047655245
cg11151395,17,56355299,,,NA,MPO,Body,chr17:56355207-56355502,Island,0.261501399927429,-0.224192200483956,0.557589278208173,0.103973788255879,0.494063918902439,0.00726457363683598,0.123273329416164,0.183485431826867,0.0489446240955241,-0.10179354324432
cg11186858,17,75096382,,,NA,,,,,0.250182811443388,-0.157301825275031,0.63649269138563,0.10962368885031,0.637714425670732,0.00623780425020366,0.064803408759394,0.105317352376804,-0.0153172291092274,-0.0819096613017878
cg11597902,17,75096239,,,NA,,,,,0.22533600662687,-0.151876918450717,0.557308755808938,0.126391680144539,0.456593024161585,0.0097951269018281,0.0554893106466206,0.084764538383469,-0.0297510405837952,-0.0763560460692024
cg11641791,17,38821429,,,NA,KRT222,TSS200,,,-0.110335892373699,0.00113641168503453,0.418526748312781,0.105203427266443,0.189049406583841,0.0073585759778137,0.298988794977257,0.273324485460589,0.284660171835002,0.261094698261516
cg11876048,17,55337654,,,NA,MSI2;MSI2,Body;Body,chr17:55333068-55334245,S_Shelf,-0.212716138052028,-0.0951421157606449,0.581231455598372,0.101241571292561,0.399671933079268,0.00706732439547779,-0.0494475558093954,-0.06240051279312,-0.0835614468326396,0.0805307080078727
cg11949518,17,78912765,,,NA,RPTOR;RPTOR,Body;Body,chr17:78915562-78915882,N_Shelf,0.32005078367177,-0.0233779790388154,0.490111897869281,0.117652339028383,0.521545242545732,0.0586567688108824,0.0649053099563222,0.0640753082716653,-0.0125478175475505,-0.0327291852424057
cg12116137,17,1576449,,,NA,PRPF8,Body,,,0.346350122866333,0.0471010164980552,0.570230592393018,0.117561090366413,0.54178868902439,0.00556649833277228,0.152974241185341,0.0904825103852933,-0.0291264848606871,-0.0378587600103545
cg12131208,17,58499700,rs11658642,,NA,C17orf64,TSS200,chr17:58498711-58499332,S_Shore,0.0609850709894727,-0.280104887828318,0.416958590837417,0.104385259411557,0.735111391158537,0.00554542518173253,0.107131851109203,0.102592317142822,-0.0877098116882316,-0.135419294662925
cg12193833,17,30244370,,,NA,,,chr17:30243859-30244564,Island,-0.00827870612410335,0.0278393329183136,0.467598767106259,0.109780307955353,0.398166528567073,0.0147872447358596,0.284817954333472,0.176590665357291,0.115308600378842,0.211210775229791
cg12459718,17,8129997,rs78517666,,NA,C17orf68,3'UTR,chr17:8126224-8126486,S_Shelf,-0.0296696792907618,-0.113866918966448,0.288751392683056,0.101060090801289,0.155713054618902,0.00881640275405469,0.0278214921129295,-0.0126135602552461,-0.0909624321514712,0.0433433453998595
cg12472449,17,79022879,,,NA,BAIAP2;BAIAP2;BAIAP2;BAIAP2,Body;Body;Body;Body,chr17:79026043-79026355,N_Shelf,0.311144865476106,-0.0429223252245554,0.489424784859322,0.102544214119088,0.794020177134146,0.00719569480723941,0.101670275667391,0.132779724948947,-0.0684093962764974,-0.104181647101363
cg12744859,17,46669492,,,NA,LOC404266;HOXB5;LOC404266;LOC404266;LOC404266,TSS200;3'UTR;Body;TSS200;Body,chr17:46669434-46669811,Island,-0.242414588538733,-0.132413633675677,0.346310665038865,0.123826266148891,0.22871339570122,0.00817532565467313,0.0588323273329416,0.0678686625057011,-0.0171547377893193,0.0126283523644776
cg12765382,17,26577877,,,NA,,,chr17:26577493-26577890,Island,0.146588421296257,0.0102892930206385,0.589344621566855,0.121302064859771,0.930304715853658,0.000603845946968878,0.12668208881018,0.229040197556837,0.0666639273871793,0.0783233965969931
cg12910797,17,46651722,,,TRUE,HOXB3;HOXB3,5'UTR;1stExon,chr17:46654053-46654369,N_Shelf,-0.00731363800875261,-0.168426839542992,0.7041204176439,0.114226639811129,0.861025032164634,0.00128650721035635,0.0748653301722048,0.0274253922990636,0.0302868436515143,0.00174957780854902
cg13073699,17,77805596,,,NA,,,chr17:77805866-77809046,N_Shore,0.303062625518586,-0.26166538337195,0.311544024031863,0.112884729884791,0.355458129771341,0.00681682710386145,0.108772131666208,0.0698343694657994,-0.0882012384282562,-0.0797122112970625
cg13254286,17,3658044,,,NA,ITGAE,Body,chr17:3658426-3658685,N_Shore,-0.117675013441716,0.215727501387989,0.422661402730422,0.103520004648991,0.170060511158537,0.00283833668838389,0.375807505351867,0.190597149231838,0.211955311394444,0.267892494237241
cg13280788,17,46652179,,,NA,HOXB3,TSS1500,chr17:46654053-46654369,N_Shore,-0.0158290899737597,-0.347781280225238,0.707257301022068,0.121944176898339,0.855127989527439,0.00163068308712753,0.148043538108171,0.079773023301681,0.039619021008904,-0.0406577557904944
cg13293524,17,46651822,,,NA,HOXB3,TSS200,chr17:46654053-46654369,N_Shelf,0.0516796441872833,-0.220773972814486,0.74141465165604,0.122489333223903,0.918470514176829,0.000462024157326745,0.104738816549083,0.081742017397164,0.0941262999593217,0.0200819318494656
cg13443605,17,14207036,,,NA,HS3ST3B1;MGC12916,Body;TSS200,chr17:14204168-14207702,Island,-0.127627381135542,0.0243791395460572,0.462695902511808,0.109259762212882,0.159324520929878,0.00354726775795101,0.225838527692061,0.113525329432599,0.109874965587801,0.174315967671023
cg13479204,17,46641708,,,NA,HOXB3,5'UTR,chr17:46641534-46642110,Island,0.0783045089130884,-0.27434665767372,0.40936107169256,0.130681547916236,0.330872238993902,0.00971930559127463,0.275520291897622,0.0943662608424106,-0.00930012778738808,0.0301997345638177
cg13773741,17,9967499,rs12943383,,NA,GAS7,Body,,,0.0125549278754275,-0.0101653942790802,0.479749337851573,0.10699809549991,0.659082301844512,0.0121444157551742,0.0269520448036553,0.0269734111836564,-0.0741668139029391,-0.0169805196139259
cg14170999,17,79380515,,,NA,BAHCC1,Body,chr17:79380359-79380723,Island,0.0748338806481729,-0.245772265920794,0.376856988910547,0.110762615241599,0.446744908125,0.0147135507653832,-0.0368019459841478,0.0210171218664355,-0.0948971332070525,-0.0531406524141955
cg14603098,17,32484259,,,NA,ACCN1,TSS1500,chr17:32484007-32484280,Island,-0.331997406261543,0.134395190143852,0.269229360771026,0.100494547113825,0.0500857438123476,0.00127034467656116,0.301945573255866,0.201495646600075,0.213326046849897,0.276016649340724
cg14603620,17,38334166,,,NA,RAPGEFL1,TSS200,chr17:38333605-38334795,Island,-0.157446670645208,0.117348669189072,0.376549432128938,0.118852389045498,0.060972344570122,0.00182593229425288,0.136849198555304,-0.0328639577931817,0.0161061416015745,0.20448365266484
cg15536947,17,65471303,,,NA,PITPNC1;PITPNC1,Body;Body,,,0.137174485983654,0.00729703636774362,0.451423893019825,0.118493385302248,0.467609123384146,0.0118931091254614,-0.095889848093256,-0.0475344430154536,-0.110721402949382,0.00808717483040436
cg15649236,17,46657504,,,NA,MIR10A,TSS200,chr17:46658948-46660003,N_Shore,-0.027366339546969,-0.0786215961713849,0.44624874940409,0.115485650932037,0.337078151554878,0.00489099509891503,0.208112650129636,0.103982775410584,0.0690668233534533,-0.0178006598924285
cg15826437,17,38334186,,,NA,RAPGEFL1,TSS200,chr17:38333605-38334795,Island,-0.166717572012266,0.146731784571423,0.328786295683353,0.116489621792521,0.0340582283169207,0.000969582961438322,0.138800113406171,-0.0393889215319694,0.0190267613909513,0.188930571591754
cg15909132,17,42431109,,,NA,FAM171A2,Body,chr17:42431092-42432555,Island,0.113220410275544,-0.0212033520359432,0.422345678156173,0.113752603669872,0.396462678094512,0.0096076981819546,0.253720010025763,0.195994625533646,0.0818126908079368,0.14060146359703
cg16207110,17,37024401,,,NA,,,chr17:37025737-37027104,N_Shore,-0.201920363299983,-0.218770822690373,0.602951609667379,0.106086056838341,0.24732542617378,0.00928834704396365,0.00851614599811811,-0.0998245491488374,0.027187074983667,0.183789491849959
cg16340422,17,17110120,,,NA,PLD6,TSS1500,chr17:17109893-17110296,Island,-0.120751887339295,-0.161215690429177,0.563656942406626,0.122585503526495,0.610940271356707,0.0178955449620596,0.054909131251207,-0.082100315154105,-0.0958717688486397,0.126815217793264
cg17062279,17,3658505,,,NA,ITGAE,Body,chr17:3658426-3658685,Island,-0.124713270003584,-0.194242188300349,0.373279224384724,0.106060205325192,0.0828984682530488,0.0019677627975121,0.370331137800824,0.176082802940343,0.122821348300756,0.210342971488209
cg18040354,17,53800484,,,NA,TMEM100;TMEM100,TSS1500;5'UTR,,,-0.0225204481159702,-0.171854641167233,0.435238752377198,0.104191832326836,0.312803059695122,0.0107900524586566,0.171206337597022,0.11680589054661,-0.0320914809777584,0.0700496768335025
cg19045002,17,79380585,,,NA,BAHCC1,Body,chr17:79380359-79380723,Island,0.0823596034727351,-0.21830069627122,0.630452526636372,0.121832014673447,0.820819764268293,0.00988532980930825,-0.0516745900325837,-0.00481647512254852,-0.122301980909961,-0.0809892633940495
cg19047660,17,46619923,,,NA,,,chr17:46620367-46621373,N_Shore,-0.18900867259486,-0.0882131402907391,0.294694452112954,0.104672013838537,0.161176257082317,0.00470899997818839,0.124525727997765,0.175357989587999,0.057379413492869,0.130565839267298
cg19047868,17,46669485,,,NA,LOC404266;HOXB5;LOC404266;LOC404266;LOC404266,TSS200;3'UTR;Body;TSS200;Body,chr17:46669434-46669811,Island,-0.208053560240896,-0.0843214697635981,0.328621383289831,0.101385206025938,0.271670889420732,0.00740234066008636,0.0717918585874357,0.0535712671496016,-0.00651921125186442,0.00642717146109059
cg19104015,17,46646043,,,NA,HOXB3,5'UTR,chr17:46641534-46642110,S_Shelf,-0.0457215405245386,-0.13114409675913,0.356026358153065,0.110149455335784,0.220533172362805,0.00454353221914372,0.240676656818957,0.0793802106231998,0.105659214456821,-0.0308160724484639
cg19447962,17,17628656,,,NA,RAI1,5'UTR,chr17:17625605-17628500,S_Shore,0.0658720641289618,-0.0719497297235117,0.560527403935691,0.128731215102176,0.416782496036585,0.00877078659552579,0.0957863033286355,0.0132644130614324,-0.00279653042860136,0.185991872557761
cg19579500,17,80346614,rs75950421,,NA,,,chr17:80346597-80347050,Island,0.119434166565098,-0.0790111501419261,0.722450570211729,0.102876841198281,0.855066440091463,0.00300016518786247,0.17533169250492,0.0445645161953051,0.117040920726621,-0.0245376438635346
cg19805377,17,1576616,,,NA,PRPF8,Body,,,0.375765793598625,-0.022746793001056,0.631335066644725,0.101242403519224,0.836225751661585,0.00133564330685515,0.151204118780637,0.094755786385507,0.00274393626244489,0.0203218927325546
cg19881928,17,62039009,,,NA,SCN4A,Body,,,-0.069765217957157,-0.0760804634278565,0.384321566689017,0.117431579524728,0.102284478780488,0.00329819753277022,0.315597046508857,0.174062858246395,0.147583339154302,0.117729575589733
cg20152430,17,46641504,,,NA,HOXB3,5'UTR,chr17:46641534-46642110,N_Shore,-0.068350497150923,-0.395589165830502,0.662548346649722,0.115428401166702,0.798380762789634,0.00315484514154498,0.0680971184149433,0.0421599766613388,-0.069221318716538,0.0834529713649419
cg20184247,17,46672052,rs4395118,,NA,LOC404266;LOC404266;LOC404266;HOXB5;LOC404266;LOC404266,Body;Body;Body;TSS1500;TSS1500;Body,chr17:46673532-46674181,N_Shore,-0.0784524750636533,-0.231077445735711,0.601375566978277,0.102343225676638,0.746911531554878,0.00534294743676653,0.0299088230822647,0.00248918327012446,-0.0768491163769194,-0.0830502972803064
cg20610950,17,75096202,,,NA,,,,,0.231411661175897,-0.144646891148414,0.635302322123619,0.109966712607462,0.706396374237805,0.00469725425805233,0.0326552246962481,0.0690043677811425,-0.0515250253725762,-0.0929807332777259
cg21358336,17,6558440,,,NA,,,chr17:6558221-6558441,Island,-0.0525583987148045,-0.0857670542914774,0.545234465663514,0.101405333080615,0.561809186310976,0.0624552391240396,-0.0533625340526681,0.00254506457166571,-0.0194392968817412,0.0685260895826571
cg21816532,17,46680006,,,NA,LOC404266;LOC404266;HOXB6,Body;Body;5'UTR,,,0.0969835913535611,0.181188153630122,0.221638374232958,0.105838311348112,0.023506229885061,0.000118437554246908,0.20493070307717,-0.00306443196246091,0.103759250204419,0.121748098597626
cg22053945,17,46651360,,,NA,HOXB3;HOXB3,5'UTR;1stExon,chr17:46654053-46654369,N_Shelf,-0.0136704282438525,-0.211037355769189,0.691052704818038,0.115379545009339,0.805349953567073,0.00245169615495203,0.0449195268168614,-0.026196003665156,-0.00454857358868897,-0.0297214563653322
cg22078805,17,42432046,,,NA,FAM171A2,Body,chr17:42431092-42432555,Island,0.1623607909123,0.218328311999649,0.421294279114414,0.103026997857407,0.389287960228659,0.0102055455022801,0.2210787556549,0.122740813483829,0.0274303230021407,0.0630924547916162
cg22233512,17,55543388,,,NA,MSI2;MSI2,Body;Body,,,0.143565801653885,0.0215034259441614,0.584543416135036,0.103333217111148,0.40717737785061,0.00676848178594088,0.165683950150592,0.0704096181581359,0.100790966951963,-0.110944928155547
cg22361859,17,37123638,,,NA,FBXO47;FBXO47,1stExon;5'UTR,,,0.0920283693779782,-0.0800581030117822,0.364969767912576,0.105494224813302,0.234472983490854,0.0145831937468728,0.171143882024711,-0.0287205236406668,-0.0197647232848344,0.0672572553241321
cg22660299,17,46668715,,,NA,LOC404266;HOXB5;LOC404266;LOC404266;LOC404266,TSS1500;3'UTR;Body;TSS1500;Body,chr17:46669434-46669811,N_Shore,-0.164881969711092,-0.0255996952167995,0.615016478895847,0.138921535549075,0.894417687347561,0.000715124761500099,-0.0108648042305432,0.0238407711619613,-0.0503827458263653,-0.0612598768146014
cg23008871,17,45949743,,,NA,,,chr17:45949676-45949885,Island,-0.0309306797072423,-0.0704421107879681,0.404109083356336,0.105261830440906,0.282142666859756,0.00681544240948109,0.162367230547349,0.080637539907878,-0.0524454232803146,0.0201345260156221
cg23014425,17,46648525,,,NA,HOXB3,5'UTR,,,-0.0488354059597589,-0.201993598004284,0.773857667104631,0.120055780901855,0.966072435487805,0.000442909694747713,0.0669893537902725,0.0552740032789175,0.0182559281432205,-0.00663261742263932
cg23679982,17,1686737,rs80084044,,NA,SMYD4,Body,,,0.107115162496404,-0.14337121031692,0.540962906456809,0.102732276223137,0.530201527286585,0.00702969541612541,0.144048025047972,0.0572610766190169,0.0560234701466473,0.0424426703044298
cg23749482,17,77901317,,,NA,,,chr17:77901065-77901333,Island,0.196408624191442,0.00758082571246937,0.327553089892577,0.134729016111037,0.708143313033537,0.0114663886678246,0.0904907282237553,0.160912673139584,-0.0280647401314032,0.00622008193184946
cg23900422,17,77679767,,,NA,,,,,0.0120411565192996,-0.266823486969333,0.517258186417729,0.10090189150547,0.628912929512195,0.00707334895153187,0.0492289613063076,0.0402879530597067,-0.0790662891939533,0.0966409585286782
cg24104567,17,40932508,,,NA,WNK4,TSS200,chr17:40932329-40933299,Island,-0.0695876585764791,0.125297411070149,0.381575123269606,0.139410430641377,0.0804798237088415,0.00298148393997421,0.306135027303768,0.0769888196307725,0.0855813915265868,0.178056727738903
cg24180402,17,43221464,,,NA,ACBD4;ACBD4;ACBD4;ACBD4,3'UTR;3'UTR;3'UTR;3'UTR,chr17:43221927-43222388,N_Shore,-0.0487885500120801,-0.0547136460055436,0.272652293474851,0.118299290112307,0.0934860819237805,0.00392732037170547,0.127198169065591,-0.0239837615511992,-0.0309886470561648,0.0778336134246609
cg24767968,17,46651945,,,NA,HOXB3,TSS200,chr17:46654053-46654369,N_Shelf,0.0480224141658221,0.0575492334388691,0.656297595084275,0.111115008199994,0.829184712804878,0.000767208728330248,0.10235728696281,0.046342856438471,0.0382877311780682,-0.034791862696355
cg25282976,17,79005047,,,NA,FLJ90757,Body,chr17:79006584-79006835,N_Shore,0.185115518766665,-0.199331233435731,0.32615985459802,0.112208774372303,0.374879479817073,0.00836496706910365,0.0865905420897141,0.0574155719821015,-0.155935950167028,-0.0957780854901735
cg25513659,17,183931,,,NA,RPH3AL,5'UTR,chr17:185075-185296,N_Shore,-0.0590927483305822,-0.139144600758679,0.489729575554717,0.111535999065374,0.247703314375,0.00677339686649676,0.104051805253664,-0.0479995726724,0.00403249333327855,0.317357307507406
cg25813864,17,38334176,,,NA,RAPGEFL1,TSS200,chr17:38333605-38334795,Island,-0.156791509411873,0.104080641486331,0.407848329295506,0.137845292454511,0.0554803805521189,0.00220701127236105,0.141022216926282,-0.0324366301931603,0.0250438627127907,0.215390367871539
cg25921609,17,8379225,,,NA,MYH10,Body,chr17:8380172-8380539,N_Shore,0.231986263060591,0.0509978742751859,0.66989347546034,0.115841659113625,0.591153198246951,0.00521018718524455,0.0727517021197914,0.105356798001422,0.022524273440357,0.0522169673710724
cg26348995,17,80345367,,,NA,,,chr17:80346597-80347050,N_Shore,0.124881787008394,-0.113268004184845,0.567294476118093,0.110357142827466,0.774896510914634,0.0049985398451918,0.10153221598123,0.087032661798967,-0.0424755416582776,0.0718197992382064
cg26916621,17,46657346,,,NA,MIR10A,TSS200,chr17:46658948-46660003,N_Shore,-0.109277934397161,-0.128368471570971,0.606616397091935,0.114424183228918,0.696792079420732,0.0020616307869821,0.137659477427652,0.108762270260053,0.0310001520300115,-0.02352356259733
